Motif	Factor	Evidence	Curated
M00170_2.00	nkx3.3	PBM	N
M00170_2.00	nkx3.2	PBM	N
M00171_2.00	hnf1bb	PBM	N
M00171_2.00	hmbox1b	PBM	N
M00171_2.00	hnf1a	PBM	N
M00171_2.00	zgc:91944	PBM	N
M00171_2.00	hnf1ba	PBM	N
M00171_2.00	hmbox1a	PBM	N
M00172_2.00	vox	PBM	N
M00172_2.00	phox2ba	PBM	N
M00172_2.00	dlx3b	PBM	N
M00172_2.00	hmx1	PBM	N
M00172_2.00	dlx2a	PBM	N
M00172_2.00	evx1	PBM	N
M00172_2.00	arxb	PBM	N
M00172_2.00	barx1	PBM	N
M00172_2.00	gbx2	PBM	N
M00172_2.00	ved	PBM	N
M00172_2.00	vent	PBM	N
M00172_2.00	emx3	PBM	N
M00172_2.00	hoxb2a	PBM	N
M00172_2.00	shox2	PBM	N
M00172_2.00	en1a	PBM	N
M00172_2.00	hmx3b	PBM	N
M00172_2.00	meox1	PBM	N
M00172_2.00	otpa	PBM	N
M00172_2.00	dlx2b	PBM	N
M00172_2.00	nkx1.2la	PBM	N
M00172_2.00	alx3	PBM	N
M00172_2.00	phox2bb	PBM	N
M00172_2.00	msx3	PBM	N
M00172_2.00	en1b	PBM	N
M00172_2.00	msx2a	PBM	N
M00172_2.00	msx1a	PBM	N
M00172_2.00	evx1	PBM	N
M00172_2.00	alx4a	PBM	N
M00172_2.00	nkx1.2lb	PBM	N
M00172_2.00	hoxb4a	PBM	N
M00172_2.00	sebox	PBM	N
M00172_2.00	noto	PBM	N
M00172_2.00	en2b	PBM	N
M00172_2.00	dlx1a	PBM	N
M00172_2.00	meox2b	PBM	N
M00172_2.00	msx1b	PBM	N
M00172_2.00	hoxd3a	PBM	N
M00172_2.00	pdx1	PBM	N
M00172_2.00	msx2b	PBM	N
M00172_2.00	hoxd4a	PBM	N
M00172_2.00	emx2	PBM	N
M00172_2.00	evx2	PBM	N
M00172_2.00	vax2	PBM	N
M00172_2.00	prop1	PBM	N
M00172_2.00	otpb	PBM	N
M00172_2.00	arxa	PBM	N
M00172_2.00	hoxa5a	PBM	N
M00172_2.00	rx2	PBM	N
M00172_2.00	vsx1	PBM	N
M00172_2.00	barx2	PBM	N
M00172_2.00	hoxb7a	PBM	N
M00172_2.00	eve1	PBM	N
M00172_2.00	hoxb1a	PBM	N
M00172_2.00	hoxb1b	PBM	N
M00172_2.00	uncx	PBM	N
M00172_2.00	prrx1b	PBM	N
M00172_2.00	mnx2a	PBM	N
M00172_2.00	phox2a	PBM	N
M00172_2.00	hoxb5b	PBM	N
M00172_2.00	dlx6a	PBM	N
M00172_2.00	rx3	PBM	N
M00172_2.00	gsx2	PBM	N
M00172_2.00	meox2a	PBM	N
M00172_2.00	alx1	PBM	N
M00172_2.00	lhx4	PBM	N
M00172_2.00	emx1	PBM	N
M00172_2.00	hmx3a	PBM	N
M00172_2.00	hoxa2b	PBM	N
M00172_2.00	hoxc5a	PBM	N
M00172_2.00	shox	PBM	N
M00172_2.00	pnx	PBM	N
M00172_2.00	hoxa1a	PBM	N
M00172_2.00	dlx5a	PBM	N
M00172_2.00	rx1	PBM	N
M00172_2.00	hoxc3a	PBM	N
M00172_2.00	en2a	PBM	N
M00172_2.00	uncx4.1	PBM	N
M00172_2.00	hmx4	PBM	N
M00172_2.00	hoxb3a	PBM	N
M00172_2.00	mnx2b	PBM	N
M00172_2.00	gbx1	PBM	N
M00172_2.00	dlx4a	PBM	N
M00172_2.00	hoxa4a	PBM	N
M00172_2.00	hoxc4a	PBM	N
M00172_2.00	hoxc1a	PBM	N
M00172_2.00	prrx1a	PBM	N
M00172_2.00	gsx1	PBM	N
M00172_2.00	mnx1	PBM	N
M00172_2.00	drgx	PBM	N
M00172_2.00	vax1	PBM	N
M00172_2.00	bsx	PBM	N
M00172_2.00	hoxb5a	PBM	N
M00172_2.00	dlx4b	PBM	N
M00175_2.00	irf4b	PBM	N
M00175_2.00	irf4a	PBM	N
M00175_2.00	irf9	PBM	N
M00175_2.00	irf10	PBM	N
M00175_2.00	irf8	PBM	N
M00176_2.00	irf5	PBM	N
M00176_2.00	irf6	PBM	N
M00177_2.00	irf5	PBM	N
M00178_2.00	srfb	PBM	N
M00178_2.00	srfa	PBM	N
M00179_2.00	mybl1	PBM	N
M00179_2.00	myb	PBM	N
M00180_2.00	mybl1	PBM	N
M00180_2.00	myb	PBM	N
M00181_2.00	rxrbb	PBM	N
M00181_2.00	rarab	PBM	N
M00181_2.00	nr2c2	PBM	N
M00181_2.00	ppardb	PBM	N
M00181_2.00	rxrba	PBM	N
M00181_2.00	nr5a1a	PBM	N
M00181_2.00	rarga	PBM	N
M00181_2.00	nr5a5	PBM	N
M00181_2.00	rorca	PBM	N
M00181_2.00	nr6a1b	PBM	N
M00181_2.00	FQ311895.1	PBM	N
M00181_2.00	rxraa	PBM	N
