Motif	Factor	Evidence	Curated
M00267_2.00	GJ18251	PBM	N
M00267_2.00	GJ11617	PBM	N
M00267_2.00	en	PBM	N
M00267_2.00	GJ12418	PBM	N
M00267_2.00	GJ23937	PBM	N
M00267_2.00	GJ22569	PBM	N
M00267_2.00	GJ13148	PBM	N
M00267_2.00	zen	PBM	N
M00267_2.00	GJ22545	PBM	N
M00267_2.00	otp	PBM	N
M00267_2.00	GJ17468	PBM	N
M00267_2.00	GJ16761	PBM	N
M00267_2.00	GJ20363	PBM	N
M00267_2.00	GJ17771	PBM	N
M00267_2.00	ro	PBM	N
M00267_2.00	GJ17996	PBM	N
M00267_2.00	GJ13893	PBM	N
M00267_2.00	eve	PBM	N
M00267_2.00	GJ18584	PBM	N
M00267_2.00	GJ15837	PBM	N
M00267_2.00	GJ17788	PBM	N
M00267_2.00	GJ16596	PBM	N
M00267_2.00	GJ14677	PBM	N
M00267_2.00	GJ22550	PBM	N
M00267_2.00	GJ12228	PBM	N
M00267_2.00	GJ19274	PBM	N
M00267_2.00	GJ24670	PBM	N
M00267_2.00	GJ10606	PBM	N
M00267_2.00	GJ16953	PBM	N
M00267_2.00	GJ24173	PBM	N
M00268_2.00	GJ18855	PBM	N
M00268_2.00	GJ15180	PBM	N
M00268_2.00	ro	PBM	N
M00268_2.00	GJ14417	PBM	N
M00268_2.00	GJ22550	PBM	N
M00268_2.00	GJ13893	PBM	N
M00268_2.00	GJ23937	PBM	N
M00268_2.00	GJ19274	PBM	N
M00268_2.00	GJ21278	PBM	N
M00268_2.00	eve	PBM	N
M00268_2.00	GJ16761	PBM	N
M00268_2.00	GJ17468	PBM	N
M00268_2.00	GJ16953	PBM	N
M00268_2.00	en	PBM	N
M00268_2.00	otp	PBM	N
M00268_2.00	apterous	PBM	N
M00268_2.00	GJ20457	PBM	N
M00268_2.00	GJ16498	PBM	N
M00268_2.00	GJ16592	PBM	N
M00268_2.00	GJ14418	PBM	N
M00268_2.00	GJ18584	PBM	N
M00268_2.00	GJ17788	PBM	N
M00268_2.00	GJ12418	PBM	N
M00268_2.00	GJ15837	PBM	N
M00268_2.00	GJ24446	PBM	N
M00268_2.00	GJ18251	PBM	N
M00268_2.00	GJ13148	PBM	N
M00268_2.00	GJ22545	PBM	N
M00268_2.00	GJ24173	PBM	N
M00268_2.00	GJ17771	PBM	N
M00268_2.00	GJ10606	PBM	N
M00268_2.00	GJ12228	PBM	N
M00268_2.00	GJ20363	PBM	N
M00268_2.00	GJ20984	PBM	N
M00268_2.00	GJ18853	PBM	N
M00268_2.00	GJ17996	PBM	N
M00268_2.00	GJ16596	PBM	N
M00268_2.00	GJ14677	PBM	N
M00269_2.00	GJ16953	PBM	N
M00269_2.00	GJ12228	PBM	N
M00269_2.00	GJ20984	PBM	N
M00269_2.00	GJ17788	PBM	N
M00269_2.00	GJ15837	PBM	N
M00269_2.00	GJ10606	PBM	N
M00269_2.00	GJ16498	PBM	N
M00269_2.00	en	PBM	N
M00269_2.00	GJ12418	PBM	N
M00269_2.00	GJ18584	PBM	N
M00269_2.00	GJ22569	PBM	N
M00269_2.00	GJ18855	PBM	N
M00269_2.00	GJ13148	PBM	N
M00269_2.00	GJ17771	PBM	N
M00269_2.00	GJ18251	PBM	N
M00269_2.00	GJ17468	PBM	N
M00269_2.00	GJ21278	PBM	N
M00269_2.00	GJ13893	PBM	N
M00269_2.00	GJ18853	PBM	N
M00269_2.00	GJ19274	PBM	N
M00269_2.00	GJ17996	PBM	N
M00269_2.00	GJ23937	PBM	N
M00269_2.00	GJ23303	PBM	N
M00269_2.00	GJ22550	PBM	N
M00269_2.00	GJ16592	PBM	N
M00269_2.00	GJ16761	PBM	N
M00269_2.00	ro	PBM	N
M00269_2.00	GJ14417	PBM	N
M00269_2.00	GJ20363	PBM	N
M00269_2.00	GJ22545	PBM	N
M00269_2.00	GJ15180	PBM	N
M00269_2.00	zen	PBM	N
M00269_2.00	otp	PBM	N
M00269_2.00	GJ24446	PBM	N
M00269_2.00	apterous	PBM	N
M00269_2.00	GJ24670	PBM	N
M00269_2.00	GJ14677	PBM	N
M00269_2.00	GJ24442	PBM	N
M00269_2.00	eve	PBM	N
M00269_2.00	GJ11617	PBM	N
M00269_2.00	GJ24173	PBM	N
M00269_2.00	GJ16596	PBM	N
M00269_2.00	GJ14418	PBM	N
M00269_2.00	GJ20457	PBM	N
M00270_2.00	GJ24250	PBM	N
M00270_2.00	GJ19666	PBM	N
M00270_2.00	GJ19323	PBM	N
M00271_2.00	GJ24250	PBM	N
